Transaction_ID,Date,Description,Category,Type,Amount,Balance
TXN-10370,2026-01-27,Tech Corp Ltd,Salary,Credit,3880.26,104382.18
TXN-10371,2026-02-10,Waitrose,Groceries,Debit,145.03,104237.15
TXN-10372,2026-02-12,Trainline,Transport,Debit,45.61,104191.54
TXN-10373,2026-02-15,Estate Agents,Rent,Debit,867.2,103324.34
TXN-10374,2026-03-12,Waitrose,Groceries,Debit,32.06,103292.28
TXN-10375,2026-02-28,Tech Corp Ltd,Salary,Credit,3968.26,107260.54
TXN-10376,2026-02-18,Wagamama,Dining,Debit,19.73,107240.81
TXN-10377,2026-01-23,NHS,Salary,Credit,2418.73,109659.54
TXN-10378,2026-04-04,Tech Corp Ltd,Salary,Credit,3118.2,112777.74
TXN-10379,2026-02-16,Vue Cinemas,Entertainment,Debit,76.48,112701.26
TXN-10380,2026-04-03,Estate Agents,Rent,Debit,1098.12,111603.14
TXN-10381,2026-04-04,Sainsburys,Groceries,Debit,137.85,111465.29
TXN-10382,2026-04-02,Tech Corp Ltd,Salary,Credit,2106.36,113571.65
TXN-10383,2026-02-08,BP Shell,Transport,Debit,57.3,113514.35
TXN-10384,2026-03-27,Thames Water,Utilities,Debit,61.34,113453.01
TXN-10385,2026-01-19,Asda,Groceries,Debit,144.98,113308.03
TXN-10386,2026-04-03,BP Shell,Transport,Debit,132.41,113175.62
TXN-10387,2026-03-05,Pizza Express,Dining,Debit,140.41,113035.21
TXN-10388,2026-03-13,BP Shell,Transport,Debit,17.57,113017.64
TXN-10389,2026-01-31,Private Landlord,Rent,Debit,1271.08,111746.56
TXN-10390,2026-03-02,Waitrose,Groceries,Debit,77.41,111669.15
TXN-10391,2026-01-17,NatWest Group,Salary,Credit,4442.21,116111.36
TXN-10392,2026-02-12,Estate Agents,Rent,Debit,1334.45,114776.91
TXN-10393,2026-03-05,Wagamama,Dining,Debit,127.01,114649.9
TXN-10394,2026-03-12,O2,Utilities,Debit,17.94,114631.96
TXN-10395,2026-01-21,EE,Utilities,Debit,128.74,114503.22
TXN-10396,2026-03-27,Steam,Entertainment,Debit,94.1,114409.12
TXN-10397,2026-03-14,Netflix,Entertainment,Debit,57.55,114351.57
TXN-10398,2026-02-28,TfL,Transport,Debit,123.84,114227.73
TXN-10399,2026-04-09,Costa Coffee,Dining,Debit,23.08,114204.65
TXN-10400,2026-04-10,Tech Corp Ltd,Salary,Credit,2533.79,116738.44
TXN-10401,2026-03-23,Netflix,Entertainment,Debit,64.93,116673.51
TXN-10402,2026-01-14,Thames Water,Utilities,Debit,135.72,116537.79
TXN-10403,2026-04-09,BP Shell,Transport,Debit,139.46,116398.33
TXN-10404,2026-04-03,Sainsburys,Groceries,Debit,147.71,116250.62
TXN-10405,2026-04-03,Sainsburys,Groceries,Debit,148.16,116102.46
TXN-10406,2026-02-16,Waitrose,Groceries,Debit,61.97,116040.49
TXN-10407,2026-04-09,TfL,Transport,Debit,88.27,115952.22
TXN-10408,2026-02-08,Tesco,Groceries,Debit,59.15,115893.07
TXN-10409,2026-03-12,Waitrose,Groceries,Debit,148.82,115744.25
TXN-10410,2026-04-04,Wagamama,Dining,Debit,137.68,115606.57
TXN-10411,2026-01-25,Private Landlord,Rent,Debit,1439.5,114167.07
TXN-10412,2026-02-01,Nandos,Dining,Debit,118.23,114048.84
TXN-10413,2026-02-12,EE,Utilities,Debit,24.73,114024.11
TXN-10414,2026-02-26,Asda,Groceries,Debit,9.81,114014.3
TXN-10415,2026-01-30,Estate Agents,Rent,Debit,885.82,113128.48
TXN-10416,2026-01-14,TfL,Transport,Debit,96.88,113031.6
TXN-10417,2026-03-17,Asda,Groceries,Debit,117.33,112914.27
TXN-10418,2026-03-10,Private Landlord,Rent,Debit,1002.35,111911.92
TXN-10419,2026-04-08,Uber,Transport,Debit,48.34,111863.58
TXN-10420,2026-03-27,Wagamama,Dining,Debit,59.92,111803.66
TXN-10421,2026-03-10,Private Landlord,Rent,Debit,955.14,110848.52
TXN-10422,2026-04-04,Tesco,Groceries,Debit,72.09,110776.43
TXN-10423,2026-02-04,British Gas,Utilities,Debit,57.75,110718.68
TXN-10424,2026-01-29,Nandos,Dining,Debit,127.97,110590.71
TXN-10425,2026-03-16,Thames Water,Utilities,Debit,23.49,110567.22
TXN-10426,2026-04-01,O2,Utilities,Debit,88.44,110478.78
TXN-10427,2026-01-26,Trainline,Transport,Debit,73.05,110405.73
TXN-10428,2026-01-23,EE,Utilities,Debit,48.38,110357.35
TXN-10429,2026-02-09,NHS,Salary,Credit,4071.38,114428.73
TXN-10430,2026-02-16,Estate Agents,Rent,Debit,1048.09,113380.64
TXN-10431,2026-01-20,Vue Cinemas,Entertainment,Debit,48.4,113332.24
TXN-10432,2026-03-05,NatWest Group,Salary,Credit,3870.1,117202.34
TXN-10433,2026-03-17,Sainsburys,Groceries,Debit,118.58,117083.76
TXN-10434,2026-03-18,Nandos,Dining,Debit,121.9,116961.86
TXN-10435,2026-03-27,Sainsburys,Groceries,Debit,123.74,116838.12
TXN-10436,2026-02-06,Pizza Express,Dining,Debit,26.75,116811.37
TXN-10437,2026-04-10,Estate Agents,Rent,Debit,1337.59,115473.78
TXN-10438,2026-01-22,British Gas,Utilities,Debit,40.05,115433.73
TXN-10439,2026-02-21,Private Landlord,Rent,Debit,1441.75,113991.98
TXN-10440,2026-01-29,NatWest Group,Salary,Credit,2831.53,116823.51
TXN-10441,2026-02-23,Steam,Entertainment,Debit,34.78,116788.73
TXN-10442,2026-02-01,Private Landlord,Rent,Debit,1065.83,115722.9
TXN-10443,2026-04-12,Sainsburys,Groceries,Debit,69.67,115653.23
TXN-10444,2026-04-12,Costa Coffee,Dining,Debit,113.35,115539.88
TXN-10445,2026-01-29,Costa Coffee,Dining,Debit,132.45,115407.43
TXN-10446,2026-02-08,Pizza Express,Dining,Debit,71.43,115336.0
TXN-10447,2026-02-21,Sainsburys,Groceries,Debit,76.76,115259.24
TXN-10448,2026-01-13,Waitrose,Groceries,Debit,83.73,115175.51
TXN-10449,2026-02-06,Steam,Entertainment,Debit,111.8,115063.71
TXN-10450,2026-01-31,Wagamama,Dining,Debit,21.62,115042.09
TXN-10451,2026-04-04,British Gas,Utilities,Debit,76.56,114965.53
TXN-10452,2026-02-05,NHS,Salary,Credit,2931.39,117896.92
TXN-10453,2026-03-24,NatWest Group,Salary,Credit,3182.54,121079.46
TXN-10454,2026-01-20,O2,Utilities,Debit,115.08,120964.38
TXN-10455,2026-01-25,Estate Agents,Rent,Debit,1018.26,119946.12
TXN-10456,2026-01-24,EE,Utilities,Debit,83.12,119863.0
TXN-10457,2026-01-25,Vue Cinemas,Entertainment,Debit,62.99,119800.01
TXN-10458,2026-02-28,NHS,Salary,Credit,3020.59,122820.6
TXN-10459,2026-02-24,Tesco,Groceries,Debit,91.58,122729.02
TXN-10460,2026-02-11,BP Shell,Transport,Debit,112.76,122616.26
TXN-10461,2026-01-30,Thames Water,Utilities,Debit,58.33,122557.93
TXN-10462,2026-04-05,Trainline,Transport,Debit,96.6,122461.33
TXN-10463,2026-04-13,Nandos,Dining,Debit,15.38,122445.95
TXN-10464,2026-01-30,Vue Cinemas,Entertainment,Debit,126.61,122319.34
TXN-10465,2026-03-31,Nandos,Dining,Debit,123.67,122195.67
TXN-10466,2026-03-10,Tesco,Groceries,Debit,72.67,122123.0
TXN-10467,2026-02-02,British Gas,Utilities,Debit,62.7,122060.3
TXN-10468,2026-03-12,Sainsburys,Groceries,Debit,96.6,121963.7
TXN-10469,2026-02-18,O2,Utilities,Debit,64.69,121899.01
TXN-10470,2026-02-10,Asda,Groceries,Debit,147.32,121751.69
TXN-10471,2026-03-30,Wagamama,Dining,Debit,64.27,121687.42
TXN-10472,2026-03-29,Steam,Entertainment,Debit,71.92,121615.5
TXN-10473,2026-02-19,TfL,Transport,Debit,6.79,121608.71
TXN-10474,2026-03-25,Waitrose,Groceries,Debit,104.36,121504.35
TXN-10475,2026-02-15,Nandos,Dining,Debit,32.49,121471.86
TXN-10476,2026-04-01,Private Landlord,Rent,Debit,1188.07,120283.79
TXN-10477,2026-04-07,Thames Water,Utilities,Debit,27.65,120256.14
TXN-10478,2026-03-28,Sainsburys,Groceries,Debit,75.55,120180.59
TXN-10479,2026-04-02,Waitrose,Groceries,Debit,133.54,120047.05
TXN-10480,2026-01-22,Pizza Express,Dining,Debit,135.75,119911.3
TXN-10481,2026-01-14,Tesco,Groceries,Debit,17.31,119893.99
TXN-10482,2026-04-08,Sainsburys,Groceries,Debit,139.71,119754.28
TXN-10483,2026-04-10,Vue Cinemas,Entertainment,Debit,98.2,119656.08
TXN-10484,2026-03-24,EE,Utilities,Debit,31.16,119624.92
TXN-10485,2026-02-04,Estate Agents,Rent,Debit,1092.0,118532.92
TXN-10486,2026-01-22,Estate Agents,Rent,Debit,937.6,117595.32
TXN-10487,2026-03-10,Wagamama,Dining,Debit,86.56,117508.76
TXN-10488,2026-03-01,NatWest Group,Salary,Credit,4011.67,121520.43
TXN-10489,2026-03-15,Trainline,Transport,Debit,43.98,121476.45
TXN-10490,2026-02-23,Nandos,Dining,Debit,62.91,121413.54
TXN-10491,2026-02-04,Spotify,Entertainment,Debit,50.78,121362.76
TXN-10492,2026-03-25,Waitrose,Groceries,Debit,135.98,121226.78
TXN-10493,2026-01-28,Pizza Express,Dining,Debit,76.48,121150.3
TXN-10494,2026-01-17,Estate Agents,Rent,Debit,888.66,120261.64
TXN-10495,2026-01-20,Waitrose,Groceries,Debit,117.27,120144.37
TXN-10496,2026-03-30,Sainsburys,Groceries,Debit,55.97,120088.4
TXN-10497,2026-02-04,Estate Agents,Rent,Debit,804.34,119284.06
TXN-10498,2026-01-21,Waitrose,Groceries,Debit,140.8,119143.26
TXN-10499,2026-03-16,Uber,Transport,Debit,78.91,119064.35
